Time (ms)
446.86785
446.95068
447.03351
447.11634
495.3234000000001
495.40623
495.48906
1308.46551
1308.63117
1742.24622
1742.32905
1742.41188
1742.49471
1742.57754
2192.0959500000004
2296.0476
2296.13043
2296.21326
2296.29609
2296.37892
2306.73267
2785.49007
2785.5729
2785.65573
2785.73856
2785.82139
2785.9042200000004
2785.98705
2786.06988
2823.50904
2823.59187
2823.6747
2823.75753
2823.84036
2823.92319
3028.51329
3028.59612
3028.67895
3028.76178
3328.85487
3328.9377000000004
3329.02053
3401.3311200000003
3401.41395
3410.27676
3410.35959
3617.02044
3617.10327
3617.1861
3898.14546
3898.22829
3898.31112
4289.7657
4289.84853
4289.9313600000005
4524.174599999999
4524.25743
4524.34026
4524.42309
4524.50592
4524.58875
4524.67158
5124.692099999999
5124.77493
5369.20626
5369.28909
5855.83251
5855.91534
5855.99817
5856.081
5856.16383
5856.24666
5856.32949
5856.41232
5856.495150000001
5856.57798
6668.22915
6668.31198
6668.39481
6668.47764
6675.84951
6676.42932
6761.33007
6761.4129
6761.495730000001
6981.90636
6981.98919
6982.07202
7058.10996
7058.19279
7331.53179
7331.61462
7331.697450000001
7331.78028
7331.86311
7764.56703
7764.64986
7764.732690000001
7764.815519999999
7965.678269999999
7965.7611
8433.91626
8433.99909
8434.08192
8434.16475
8788.42866
8788.51149
8788.59432
8788.67715
8788.75998
8788.84281
8851.29663
8851.37946
8851.46229
8851.545119999999
8972.89107
8972.9739
8973.05673
8973.13956
8973.22239
9035.01357
9035.0964
9035.17923
9035.26206
9035.34489
9035.427720000002
9035.51055
9249.46044
9249.54327
9249.6261
9649.11519
9649.19802
9649.28085
9955.17204
9955.25487
10024.16943
10024.25226
10024.33509
10024.41792
10175.41701
10175.49984
10175.58267
10230.91311
10230.99594
10231.07877
10231.1616
10231.24443
10231.32726
10477.24953
10477.33236
10477.41519
10589.98116
10590.06399
10590.14682
10590.22965
10775.106210000002
10775.18904
10775.27187
10891.89651
10891.97934
10892.06217
10892.145
10892.22783
10892.31066
10969.59105
10969.67388
10995.01986
10995.10269
10995.18552
10995.26835
11973.73914
12079.51305
12079.59588
12094.17396
12094.25679
12094.33962
12131.53029
12131.61312
12131.69595
12511.63716
12511.71999
12570.94344
12571.02627
12738.75702
12738.83985
12738.92268
12842.7915
13002.40491
13002.48774
13002.57057
13377.70764
13377.79047
13377.8733
13563.82665
13563.90948
13563.99231
13678.46337
13678.5462
13678.62903
13678.71186
13678.79469
14488.95492
14489.03775
14489.12058
14489.20341
14577.2517
14727.174
14727.25683
14727.33966
14727.42249
15663.153
15663.23583
15663.31866
15663.40149
15892.17795
15892.26078
16415.82921
16415.91204
16415.99487
16416.077699999998
16416.16053
16416.24336
16416.32619
16416.40902
16862.365739999997
16862.44857
16866.42441
16866.50724
17335.65636
17335.73919
17539.91514
18001.69239
18001.77522
18001.858050000003
18001.94088
18002.02371
18002.10654
18002.18937
18002.2722
18139.85283
18296.56719
18296.65002
18296.73285
18296.81568
18331.76994
18331.85277
18331.9356
18350.82084
18350.903670000003
18350.9865
18448.063260000003
18448.14609
18640.39452
18640.47735
18640.56018
18640.643010000003
18699.86646
18699.94929
18700.03212
18700.11495
18700.19778
18700.28061
18735.15204
18735.23487
19243.97673
19244.05956
19244.14239
19826.85144
19826.93427
19857.82986
20036.328510000003
20036.41134
20036.49417
20487.917670000003
20488.0005
20488.08333
20488.16616
20488.24899
20488.33182
20488.41465
20956.73547
20956.8183
20956.90113
20956.98396
20957.06679
21006.43347
21006.5163
21006.59913
21006.68196
21006.76479
21006.84762
21006.93045
21007.013280000003
21096.46968
21096.55251
21096.63534
21096.71817
21096.801
21096.88383
22211.6928
22211.77563
22211.85846
22211.94129
22212.02412
22356.39681
22634.04297
22634.1258
22862.81943
22862.902260000003
22862.98509
22863.06792
22863.15075
22863.23358
22866.21546
22866.29829
22866.38112
22866.46395
22866.54678
22866.62961
23007.52344
23007.60627
23238.45348
23238.53631
23238.61914
23238.70197
23251.2093
23331.63723
23974.81218
23974.89501
23974.97784
23975.060670000003
23976.05463
23976.13746
23976.22029
23976.30312
23976.38595
23976.468780000003
23976.55161
23976.63444
23976.71727
24450.25638
24450.33921
24450.42204
24817.77309
24817.85592
24817.93875
24818.02158
24818.10441
25533.09297
26021.37582
26021.45865
26100.22998
26100.31281
26100.39564
26489.44815
26489.53098
26489.61381
26623.13577
26623.2186
26623.30143
26623.384260000003
26966.9631
26967.04593
26967.128760000003
26967.21159
26967.29442
27536.99916
27537.08199
27537.16482
27537.24765
27537.33048
27537.41331
27789.465
27789.54783
27789.63066
27789.71349
27789.79632
27789.87915
27889.6893
28284.04293
28284.20859
28555.31118
28555.39401
28555.47684
28643.60796
28643.69079
28643.77362
28643.85645
28643.93928
28644.02211
28644.10494
28644.18777
28644.2706
28644.35343
